 olla	V	
ratifioida	V	
toimeenpanna	V	
ilmoittautua	V	
haettaa	V	
sanastaa	V	
edesauttaa	V	
kannustaa	V	
avautua	V	
lahjoittaa	V	
asioida	V	
sisällyttää	V	
linjata	V	
hyväksyttää	V	
osallistaa	V	
kehiä	V	
heiketä	V	
puhuttaa	V	
kirjautua	V	
kunnostaa	V	
villiintyä	V	
kiinnostaa	V	
julkistaa	V	
tullata	V	
pieniä	V	
yhteensovittaa	V	
parata	V	
tarkentaa	V	
aikaansaada	V	
rajoittua	V	
leiriytyä	V	
eritä	V	
irtautua	V	
iloita	V	
joiata	V	
säännellä	V	
rohkaista	V	
soljua	V	
minimoida	V	
kohdentaa	V	
harhaanjohtaa	V	
vahvistua	V	
joikua	V	
perehtyä	V	
huolestuttaa	V	
välittyä	V	
uusiutua	V	
täsmentää	V	
rakentua	V	
muistella	V	
elävöittää	V	
ajoittaa	V	
vaarantaa	V	
tukeutua	V	
moottoroida	V	
korostua	V	
selkiyttää	V	
polveutua	V	
pienetä	V	
yksilöidä	V	
samaistua	V	
räpätä	V	
inventoida	V	
peljätä	V	
juhlistaa	V	
vaarantua	V	
sulauttaa	V	
verkostoitua	V	
vakiinnuttaa	V	
uudistua	V	
judata	V	
myötävaikuttaa	V	
pahoitella	V	
yhdenmukaistaa	V	
sopeuttaa	V	
äänittää	V	
tutustuttaa	V	
mukauttaa	V	
julkilausua	V	
ikääntyä	V	
ennallistaa	V	
ajoittua	V	
sulautua	V	
luonnehtia	V	
lieventää	V	
konfirmoida	V	
uutisoida	V	
selkeyttää	V	
motorisoida	V	
koettaa	V	
ansioitua	V	
ammentaa	V	
säästyä	V	
sujua	V	
klikata	V	
vakinaistaa	V	
kajota	V	
juurruttaa	V	
virkistäytyä	V	
peruskorjata	V	
marjoa	V	
hälytä	V	
hälyttää	V	
vaikeutua	V	
taustaa	V	
loppuunmyydä	V	
käsikirjoittaa	V	
helpota	V	
ajankohtaistaa	V	
voimistua	V	
tutkittaa	V	
isännöidä	V	
huipentua	V	
harjata	V	
yhdistellä	V	
tähdentää	V	
informoida	V	
väistyä	V	
taustoittaa	V	
huomioonottaa	V	
helpottua	V	
ennakoida	V	
uittaa	V	
pidättäytyä	V	
anteeksiantaa	V	
antaa_anteeksi	V	
viestiä	V	
törmätä	V	
tehostua	V	
taloudellistaa	V	
sosiaalistaa	V	
resursoida	V	
määräaikaistaa	V	
lyhentyä	V	
vuorotella	V	
tiivistyä	V	
omia	V	
kelkkailla	V	
juontua	V	
henkilöidä	V	
havainnoida	V	
hahmottaa	V	
haavoittua	V	
väistää	V	
vuodattaa	V	
vauhdittaa	V	
tarinoida	V	
ryhmittyä	V	
paloa	V	
mieltää	V	
majoittua	V	
kiintiöidä	V	
kanavoitua	V	
jottei	V	
joikata	V	
itää	V	
inspiroida	V	
ihailla	V	
identifioida	V	
yhteenlaskea	V	
työntyä	V	
raivata	V	
musisoida	V	
laiminlyödä	V	
korvamerkitä	V	
kavaltaa	V	
arvottaa	V	
aktivoitua	V	
yhtiöittää	V	
vasoa	V	
valtavirtaistaa	V	
teollistua	V	
rokata	V	
rentouttaa	V	
maattaa	V	
lähdettää	V	
liputtaa	V	
laillistaa	V	
kummuta	V	
kommunikoida	V	
kilpailuttaa	V	
kiitellä	V	
hyväillä	V	
eriyttää	V	
eritellä	V	
assimiloitua	V	
varttua	V	
selata	V	
sekoittua	V	
monipuolistaa	V	
luetteloida	V	
latoa	V	
käännättää	V	
kouluttautua	V	
kirkastaa	V	
innoittaa	V	
hyvästellä	V	
digitoida	V	
asennoitua	V	
ahdistua	V	
yhtenäistää	V	
virallistaa	V	
viihdyttää	V	
varmistua	V	
siteerata	V	
perätä	V	
ohjeistaa	V	
museoida	V	
matkata	V	
läpikäydä	V	
lupautua	V	
luonnostaa	V	
lievetä	V	
lehtiä	V	
kiehtoa	V	
kaupungistua	V	
iätä	V	
henkiä	V	
harmonisoida	V	
halia	V	
ennaltaehkäistä	V	
auktorisoida	V	
