kuitenkin	Pcle	likevel
kuitenkin	Pcle	allikevel
vain	Pcle	bare
kuten	Pcle	slik som
kuten	Pcle	akkurat som
jo	Pcle	allerede
voi	Pcle	oi
vielä	Pcle	enda
lähes	Pcle	nesten
taas	Pcle	igjen
vasta	Pcle	nettopp
enää	Pcle	mer
siis	Pcle	altså
yhä	Pcle	enda
ainoastaan	Pcle	bare
melko	Pcle	temmelig
melko	Pcle	ganske
varsin	Pcle	ganske
nyt	Pcle	nå
juuri	Pcle	just
liian	Pcle	bare
siten	Pcle	slik
aivan	Pcle	ganske
ehkä	Pcle	kanskje
silti	Pcle	likevel
kaikkiaan	Pcle	tilsammen
sitä	Pcle	desto
aika	N	tid
aika	Pcle	ganske
asti	Pcle	til
viisi	Num	fem
samoin	Pcle	samme
ensi	Pcle	kommende
kaikkein	Pcle	all
päin	Pcle	i retning av
lähtien	Pcle	fra
koko	Pcle	hel
kovin	Pcle	veldig
kyse	Pcle	spørsmål
siksi	Pcle	derfor
saakka	Pcle	til
hyvin	Pcle	meget
jaa	Pcle	jasså
noin	Pcle	omtrent
siinä	Pcle	der
lisää	Pcle	ytterligere
kyllä	Pcle	så
kyllä	Pcle	allerede
tosi	Pcle	sann
niin	Pcle	slik
no	Pcle	nå
no	Pcle	slik
myös	Pcle	også
myös	Pcle	også
myös	Pcle	hva
anteeksi	Pcle	unnskyld
tuskin	Pcle	såvidt
tuskin	Pcle	mangel
suorastaan	Pcle	direkte
suorastaan	Pcle	ganske
totta	Pcle	sann
aina	Pcle	alltid
sitten	Pcle	så
kerta	Pcle	gang
yli	Pcle	over
tietenkin	Pcle	selvfølgelig
yksin	Pcle	alene
näin	Pcle	slik
kunnon	Pcle	ordentlig
muuten	Pcle	ellers
puolestaan	Pcle	igjen
erityisesti	Pcle	nemlig
oikein	Pcle	riktig
näet	Pcle	nemlig
ihan	Pcle	ganske
myöskin	Pcle	også
paitsi	Pcle	unntatt
joka	Pcle	hver
puoli	Pcle	siden av
puoli	N	del
puoli	Pcle	halv
täten	Pcle	slik
kai	Pcle	kanskje
tosiaan	Pcle	virkelig
liika	Pcle	noe ekstra
varmaankin	Pcle	kanskje
varmaankin	Pcle	forsiktighet
tietysti	Pcle	naturligvis
ainakin	Pcle	i alle fall
melkein	Pcle	nesten
nimittäin	Pcle	nemlig
entä	Pcle	enn
varmaan	Pcle	kanskje
varmaan	Pcle	forsiktighet
haava	Pcle	sår
tervetuloa	Pcle	velkommen
eri	Pcle	annen
tarkalleen	Pcle	akkurat
näköjään	Pcle	se ut til
